nodeID,latitude,longitude
5314007357,31.8480601,117.3369341
1037009087,31.7970572,117.1464584
1037009089,31.815984,117.1728371
1037009099,31.797018,117.1572169
5314007360,31.8481325,117.3366844
1037009103,31.8094175,117.1741862
4348805329,31.8430879,117.5598147
1037009110,31.7970267,117.1657611
4348805335,31.8419111,117.5613509
4348805336,31.8410769,117.5625781
4348805339,31.8405229,117.5633932
4348805340,31.8412779,117.5622825
3024945374,31.714738,117.1827053
1037009125,31.8120282,117.1837214
5120393446,31.8202551,117.2965241
5120393447,31.8255813,117.2965036
5120393455,31.8359094,117.2957294
5120393456,31.8378356,117.2959319
5120393459,31.8409659,117.295671
5120393460,31.8294653,117.2960915
3025371381,31.7187649,117.3326232
3025371382,31.7175542,117.3329037
3025371383,31.7161027,117.3338765
4348805365,31.8403833,117.5635986
5120393465,31.8305278,117.295834
5120393466,31.8305134,117.2952599
3025371387,31.7158544,117.3340694
4348805372,31.8397808,117.564485
5120393463,31.8261846,117.2962382
3106341170,31.8336551,117.2321697
5001314653,31.8892886,117.2449939
5001314654,31.8879364,117.2428279
5001314655,31.8869713,117.2413401
5001314656,31.8858388,117.2395931
5001314658,31.887812,117.2386977
5001314659,31.8886844,117.2376435
4692371158,31.7956181,117.2381182
4692371159,31.7974419,117.2330854
5001314674,31.8953943,117.2297885
5001314679,31.8867421,117.2336725
3718283641,31.7722062,117.3245352
3718283643,31.7687782,117.3245068
5001314687,31.8865536,117.2328307
3718283647,31.7687786,117.3247447
3718283649,31.7722044,117.3247677
3718283651,31.780084,117.3284113
3718283652,31.7775228,117.328675
3820880259,31.7134254,117.3914418
3718283654,31.7749228,117.3286619
3718283655,31.772175,117.3286539
3718283656,31.772043,117.3286541
3718283657,31.7687774,117.328657
3718283658,31.7686891,117.3286613
5001314696,31.8868333,117.2340799
5001314699,31.8891507,117.2375374
4063494542,31.9197203,117.4880246
4063494543,31.918884,117.4872854
3820880271,31.7318738,117.296801
3820880272,31.7307081,117.2967966
3820880273,31.7318596,117.2965211
3820880275,31.7306265,117.2861758
3820880276,31.7297953,117.2861732
5001314706,31.8959736,117.2359649
3820880278,31.7742109,117.2812313
3820880282,31.7742292,117.2807798
3820880283,31.7742383,117.2806139
3820880284,31.7737959,117.2812305
3820880287,31.773808,117.280778
3820880289,31.7738066,117.2806126
3218506161,31.8527232,117.274292
1095795134,31.8987193,117.2353605
5014290879,31.7750664,117.312102
4894739831,31.7648791,117.3882393
4784325059,31.9508518,116.9583727
1095795140,31.8876472,117.2378794
5014290885,31.7951968,117.306968
5241864653,31.708042,117.3136836
5241864654,31.708041,117.3119292
5241864655,31.7114257,117.3118732
5241864656,31.709629,117.3097311
1095795151,31.8925628,117.2366928
5241864658,31.7114395,117.305381
5241864660,31.7080389,117.3097585
1095795156,31.890289,117.2372785
5241864662,31.7104873,117.3097273
4894739836,31.7872303,117.3935231
4894739837,31.7882077,117.3937521
1095795169,31.8936779,117.2304536
4894739839,31.789901,117.3941423
4894739840,31.7914076,117.3945082
5227217394,31.7230535,117.3525404
4894739841,31.7942457,117.3955411
4894739842,31.7952383,117.3959288
273124842,31.8555182,117.3000554
5227217412,31.727501,117.3434099
4556489221,31.8342461,117.2406682
4556489222,31.8431579,117.2402494
5227217413,31.7276196,117.3431367
5227217417,31.7296512,117.3361868
5001314835,31.9015414,117.2535413
5001314836,31.9015008,117.2529347
5001314837,31.9010667,117.2512928
5001314838,31.8989877,117.253438
5001314859,31.8841791,117.2377479
5001314862,31.8856635,117.2286427
5001314863,31.884807,117.2281663
5001314864,31.8842122,117.2281009
5001314865,31.8838712,117.2282037
5001314866,31.8834588,117.228708
5001314867,31.882515,117.2306975
5001314868,31.8818329,117.232855
4894753333,32.1480036,117.4201247
4894753334,31.9998689,117.3425649
4894753335,32.0008323,117.3433241
5001314869,31.8811111,117.2347716
4968088127,31.6533818,117.4675519
4968088139,31.6533218,117.4638576
4968088159,31.6538403,117.4668633
4182082148,31.940811,117.2928956
3578331750,31.7366909,117.2878751
4182082150,31.9442474,117.2920342
4182082152,31.9465399,117.2913014
3578331754,31.7366875,117.2894614
4182082155,31.9492311,117.2912735
3578331756,31.7383947,117.2913556
4182082157,31.9501898,117.291514
3578331757,31.7397143,117.2861825
3264971375,31.7492228,117.2814337
4182082160,31.9523078,117.2920474
4182082161,31.9525201,117.2919422
3264971376,31.7492616,117.281305
3264971377,31.749298,117.2812433
3264971378,31.749403,117.2811709
3264971379,31.7491315,117.2815544
3264971380,31.7490973,117.2814015
3264971381,31.7490608,117.2813023
3264971382,31.7490175,117.2812272
3264971383,31.748924,117.2811697
4968088179,31.6540288,117.467468
4968088183,31.6547191,117.4705894
4182082163,31.9528523,117.2917154
3578331771,31.7398387,117.3053627
3578331773,31.7332319,117.3053624
3578331775,31.758124,117.3053624
3578331776,31.7491026,117.3138612
3578331774,31.7520222,117.3138654
3578331770,31.7332636,117.3010321
4968088195,31.6541533,117.4688622
747864707,31.86112,117.2993454
3578331777,31.7459063,117.3138474
1030488713,31.7755121,117.2306239
1030488715,31.7754964,117.2352894
1030488719,31.7837428,117.226536
3578233509,31.7521348,117.2984006
3578233510,31.7521634,117.2968639
3578233514,31.7520698,117.3053624
3842699019,31.7271392,117.529487
2720465585,31.8742008,117.263485
5120688824,31.8670232,117.2759478
5120688825,31.8660853,117.2766328
5120688827,31.867507,117.2801987
3656352671,31.8448473,117.3714331
5120688842,31.8036565,117.3436236
5120688843,31.80366,117.3435211
2720465613,31.8741798,117.2636796
5120688848,31.7966724,117.3065264
5120688849,31.7967424,117.3067499
5120688850,31.7968262,117.3075768
5120688851,31.7971323,117.3104285
5120688852,31.797384,117.3126825
5120688853,31.7975484,117.3144046
2720465622,31.8760806,117.2639077
5120688854,31.7977998,117.3163164
5120688855,31.7980094,117.3182585
2720465625,31.8755179,117.2645541
5120688856,31.7980847,117.3187806
5120688857,31.7990189,117.324306
5120688858,31.7993376,117.3260422
5120688861,31.7994505,117.3285484
5120688859,31.7994601,117.3274305
5120688860,31.7994601,117.3281816
5120688862,31.7993506,117.3434965
2720465633,31.8754737,117.2627138
5227217634,31.7211426,117.3620242
5120688867,31.7995223,117.3520899
5120688868,31.7996797,117.3527456
5120688869,31.8001159,117.3538486
5120688870,31.8006795,117.3548387
5120688871,31.801124,117.3560342
5120688872,31.8012153,117.3565946
5120688873,31.8013582,117.3578648
5120688874,31.8014773,117.3594059
5227217643,31.7195154,117.3433616
5227217644,31.7194523,117.3431325
5120688875,31.8016003,117.3603119
5120688876,31.8016511,117.3606263
5120688877,31.802148,117.3617409
5120688878,31.8026322,117.3625161
5120688881,31.8031244,117.3666538
5120688882,31.8031799,117.3671768
5120688883,31.8033585,117.3677279
5120688879,31.8027513,117.3628337
5120688880,31.8029101,117.3637957
5120688884,31.8037673,117.3685965
5120688885,31.8053557,117.3720246
5120688886,31.8058708,117.3731264
5120688887,31.8061367,117.3737148
5120688888,31.8062915,117.3741631
3718578954,31.6893265,117.6303506
5120688908,31.7995173,117.3510194
3718578957,31.6912568,117.6276328
3718578958,31.6876933,117.6342693
3718578959,31.6867116,117.6379385
3718578960,31.6862109,117.6396094
2057995025,32.0139773,117.3458332
1036845838,31.832388,117.1396316
2961212173,31.8534486,117.2409518
5120688912,31.7994888,117.3368001
2057995047,32.0161272,117.3470786
2057995050,32.0174691,117.3478475
2057995051,32.0182307,117.348464
2057995053,32.0191156,117.3493562
2057995055,32.0206751,117.3515249
2057995057,32.0225319,117.3541071
2057995060,32.0236271,117.3552748
2057995063,32.0243525,117.3560002
2057995065,32.0253172,117.3567908
2057995069,32.026057,117.357342
2057995073,32.0272248,117.3580601
2057995076,32.0287335,117.3588144
2057995088,32.0306701,117.35946
2057995092,32.0368934,117.3613096
2057995096,32.0383078,117.361694
3111125850,31.8346961,117.4061073
2057995099,32.0407231,117.3622743
3111125851,31.8346961,117.4067517
2057995103,32.043153,117.3627457
2057995105,32.0442192,117.3631447
3527377765,31.9111882,117.2100997
3527377766,31.9113839,117.2162844
3527377767,31.9114236,117.2165329
3527377768,31.9113918,117.2159776
3527377769,31.9113167,117.2139406
2057995112,32.048651,117.3665247
3527377771,31.9112975,117.2135544
2057995116,32.0497607,117.3673516
2057995109,32.045445,117.3638627
3527377775,31.9070078,117.2103357
3527377776,31.9111828,117.2103137
2057995120,32.0508197,117.3678883
2057995122,32.0543593,117.3691431
3527377777,31.9136836,117.2102606
3527377778,31.9138931,117.2102285
3527377779,31.915842,117.2096706
2057995126,32.061424,117.3717035
3527377780,31.9160241,117.2095955
3527377781,31.9175996,117.2085333
3527377782,31.9176815,117.2083616
2057995130,32.0673282,117.3738505
2057995133,32.0698378,117.3749893
3527377790,31.9075451,117.2103329
1030357888,31.7941462,117.2023368
1030357889,31.8038407,117.1974571
2057995137,32.0716004,117.3760628
1030357891,31.7939177,117.1924026
3527377793,31.9199258,117.2083275
2057995141,32.0732396,117.3772813
1030357890,31.7967152,117.2025205
5120689031,31.7967973,117.3064862
1030357896,31.7978589,117.1901528
2057995144,32.0748498,117.3787102
1030357898,31.7972389,117.1914828
3527377800,31.9184096,117.2097478
2057995147,32.0769388,117.3810458
1030357900,31.7978141,117.2068557
2057995150,32.0782226,117.3827866
3527377799,31.9183016,117.209849
1030357904,31.7950185,117.1882824
5120689041,31.8164986,117.2882849
2057995153,32.0795282,117.3849625
3527377804,31.9166853,117.2113631
1030357908,31.7943999,117.1894809
3073606549,31.8003684,117.208299
3073606550,31.8004208,117.2085085
3073606551,31.8005074,117.2086965
2057995159,32.0825021,117.3909102
2057995161,32.0833072,117.3928831
2057995156,32.0812472,117.3883571
1030357915,31.8049029,117.1958171
3527377811,31.9168711,117.211189
1030357917,31.7939057,117.19158
1030357918,31.7991336,117.2043998
2057995167,32.0848884,117.3981345
2057995165,32.0840615,117.3950519
1030357912,31.7971781,117.2005941
2057995170,32.0868976,117.405823
5120689059,31.8241662,117.2914546
1030357924,31.7956465,117.1967222
5120689060,31.8229289,117.293293
2057995172,32.0877534,117.4088258
2057995175,32.0888342,117.4118867
3656352679,31.8510586,117.3766454
3656352675,31.8509797,117.3763103
2057995178,32.0902123,117.4150999
3627253544,31.8559423,117.1929525
3656352683,31.8491131,117.3738341
2057995181,32.0916049,117.4177764
3656352681,31.8489864,117.3737024
3656352685,31.8489955,117.3731552
2057995184,32.0930628,117.4202135
3656352688,31.848754,117.3729568
3656352690,31.8451204,117.3716394
2057995187,32.0977267,117.4265456
3656352692,31.8490365,117.3733215
3656352686,31.8481115,117.3725115
2057995190,32.0993079,117.4287361
3656352689,31.8477196,117.3724686
2057995192,32.1006933,117.4307163
1058079672,31.9191124,117.2764294
3654550458,31.7609072,117.5027677
2057995195,32.1022866,117.4334647
2057995197,32.1033598,117.4355401
2057995199,32.1049021,117.4392217
2057995201,32.1058545,117.4421855
1058079685,31.8822698,117.3150225
2057995205,32.1062028,117.4434577
2057995219,32.1067998,117.4459311
2057995223,32.1077877,117.4511763
3353365782,31.8019985,117.2797771
1058079705,31.8772387,117.3742172
1071827229,31.8651253,117.3273461
4830835418,31.9567889,117.4517843
3025273820,31.7331497,117.2804954
1058079708,31.9199456,117.2762605
3353365783,31.8018742,117.2788277
4894739939,31.7399502,117.3883028
3353365784,31.8017161,117.2768755
4894739940,31.73902,117.3905011
3353365785,31.8014116,117.2724667
4894739941,31.738919,117.3907274
3353365786,31.8013768,117.2681143
4894739942,31.7356704,117.3984704
3353365787,31.8015024,117.2677569
4894739943,31.7898738,117.384401
1071827234,31.8653201,117.3288774
3316614133,31.7722385,117.1981412
3353365788,31.8016478,117.2673588
4894739944,31.7889263,117.3917315
4894739945,31.7888863,117.3921721
4894739946,31.7886146,117.395227
1071827237,31.8638764,117.3250862
4894739947,31.7881221,117.4012888
3316614154,31.7710628,117.1982501
4894739948,31.7855595,117.4075329
3123446801,31.8184683,117.2324535
4894739949,31.7853589,117.4082625
3123446803,31.8184997,117.2329691
3087893525,31.8793378,117.2482758
3087893526,31.8786129,117.2470521
4894739950,31.7846384,117.4106872
5009540122,31.8590604,117.1784865
4894739951,31.7839362,117.4121893
5009540124,31.8540508,117.1812776
5009540127,31.8640271,117.2988716
4894739952,31.78286,117.4137771
4182213665,31.9672017,117.2689904
5009540129,31.863722,117.2991202
5009540132,31.8646895,117.3022705
4894739953,31.7856834,117.4149116
3316614184,31.7696766,117.1989995
4894739954,31.7839742,117.4147102
5009540139,31.8645837,117.3023268
4894739955,31.7837858,117.4147047
5009540144,31.8532012,117.174267
5009540146,31.8319214,117.0977134
4894739956,31.7707204,117.4131012
4894739957,31.7685222,117.4128437
5001053246,31.8882273,117.2475982
4830835438,31.9212331,117.4695003
4894739958,31.7637242,117.4116635
4894739959,31.7632224,117.4114811
5001053254,31.8885377,117.2539117
4830835440,31.9209599,117.4665606
4894739960,31.7622555,117.4108911
4894739961,31.7578586,117.4081981
4963501138,31.76922,117.5678607
4894739962,31.7527772,117.4052048
4692149334,31.8870508,117.2974545
5001053275,31.8884864,117.250769
5001053277,31.8885254,117.2531613
4692149342,31.8745828,117.3175413
4692149343,31.8745235,117.3178729
5001053280,31.8885141,117.2524667
5001053285,31.8885243,117.2562094
4895016038,31.856134,117.2841995
5001053287,31.8885982,117.2576204
4895016039,31.8566625,117.285762
4895016041,31.8569046,117.2864862
4895016042,31.8573067,117.2876887
4692149355,31.8708709,117.2996815
4895016043,31.8579799,117.2897018
4895016037,31.8560929,117.2840782
4692149357,31.8936035,117.2070044
4692149356,31.8733897,117.2085969
4692149360,31.8769609,117.2080078
4692149361,31.8937106,117.2069691
4895016056,31.8585358,117.283959
4692149369,31.873845,117.3209514
4895016059,31.8601257,117.284009
4895016060,31.8604518,117.284876
4895016061,31.86075,117.2856688
4895016063,31.8598978,117.2834031
4895016064,31.8594264,117.2835422
4895016067,31.8597939,117.2828081
4895016068,31.8599143,117.2834469
4895016069,31.860978,117.2862749
4692149381,31.8685579,117.2093635
3087893640,31.8819649,117.2846293
3087893641,31.8819964,117.2851196
3087893646,31.8824212,117.2984947
3087893647,31.8823792,117.2987364
4692149392,31.8718693,117.2993313
3087893648,31.8788649,117.302001
3087893650,31.8787549,117.2445819
3087893651,31.8791653,117.2444673
3087893657,31.8792145,117.2446258
3087893658,31.878881,117.2447553
3087893659,31.8783912,117.2448367
4692149404,31.9020573,117.2859369
4692149405,31.8711139,117.4901082
3087893666,31.8770016,117.2448734
4071294123,32.044352,117.7858976
3558343856,31.8127678,117.2268889
4071294129,32.0445909,117.7647498
4895016113,31.854398,117.2895405
4071294131,32.0446228,117.7484818
4071294132,32.0446334,117.7445339
4071294135,32.0446972,117.750625
4071294136,32.0447216,117.7417286
4071294137,32.0447184,117.756691
4071294138,32.0447184,117.7679583
4071294141,32.0447609,117.7791629
4071294148,32.0449628,117.7498229
4071294149,32.0449946,117.7495722
3266348263,31.8563465,117.1841038
3024979212,31.7202578,117.1622966
3024979227,31.72246,117.1658311
5002921245,31.9456968,117.277908
3111060766,31.8546096,117.3048648
3111060768,31.8548186,117.3076967
5002921250,31.9450034,117.2725843
5002921251,31.948804,117.273179
3111060776,31.8508579,117.3202582
3111060777,31.8506645,117.3210713
3111060778,31.8505851,117.3217543
3111060779,31.8508898,117.3271139
3111060780,31.8508531,117.3276377
3111060781,31.8506542,117.3284511
3111060782,31.8501936,117.3299485
3073541423,31.8040465,117.2757306
3073541424,31.8039539,117.2769263
5002921267,31.9240392,117.2639445
5002921268,31.9259869,117.2625883
5002921270,31.9276362,117.2602749
5002921272,31.9242214,117.2577046
5002921279,31.9237147,117.2580897
5002921280,31.8915327,117.2816322
5002921284,31.8896862,117.2819119
5002921288,31.8905187,117.281826
5002921290,31.8939307,117.2811109
5002921292,31.8944086,117.2810303
4319020372,31.8176953,117.1980312
4319020377,31.8756439,117.2868586
4319020385,31.8661007,117.2953028
4319020386,31.8661201,117.296364
4319020387,31.866911,117.2964251
4182148457,31.9432071,117.3731117
4182148465,31.9518354,117.3830882
4182148466,31.9534327,117.3839338
4182148467,31.9537193,117.3839864
4182148468,31.9540218,117.3838703
4182148469,31.9708099,117.3945809
3105391991,31.9630668,117.3813647
4735960449,31.8820663,117.2852014
4470900128,31.8683018,117.2865869
3264972194,31.7460046,117.2966423
3264972195,31.7457923,117.281162
3264972196,31.7458699,117.2812245
3264972197,31.7459155,117.2813023
3264972198,31.7459657,117.2815973
3264972199,31.7460387,117.2816081
3264972200,31.7460774,117.2813264
3264972201,31.7461162,117.281254
3264972202,31.7461732,117.2812057
3264972203,31.7462759,117.2811631
3578332597,31.7491434,117.2968698
2940437941,31.8005746,117.2214603
5492737491,31.8708547,117.2558883
3578332628,31.7460046,117.2968578
3578332629,31.7429069,117.2968637
3578332630,31.7428962,117.301066
3578332631,31.7460138,117.3010967
5492737494,31.8714131,117.2558506
2533705097,31.636629,117.6040287
3065382364,31.7405637,117.1761018
3065382365,31.7414573,117.1751361
3065382366,31.7430705,117.1734868
3065382367,31.7454904,117.1708112
3105588707,31.8711592,117.2362467
3065382373,31.7406261,117.1762931
3360949744,31.8136231,117.244982
3360949759,31.8192035,117.246386
3360949760,31.8184697,117.2464178
3264775700,31.8125651,117.2752314
3264775702,31.8124101,117.2753065
3264775703,31.8122277,117.2753387
3264775704,31.8073454,117.2753065
3264775705,31.8056677,117.2753172
3264775706,31.8042207,117.2753119
3264775707,31.807355,117.2793333
3264775708,31.8073545,117.2772967
3264775709,31.8073544,117.2710043
3264775710,31.8072724,117.2670346
3264775711,31.8072268,117.2658437
3264775712,31.8094019,117.2670223
3264775713,31.8044459,117.2670024
3272117542,31.8377743,117.2289344
3272117543,31.8400279,117.2319552
3592160817,31.7592723,117.2447915
2533653013,31.8610111,117.5154277
3592160831,31.7593273,117.2523298
2061578892,31.8700782,117.3635278
4732159571,31.8417923,117.2043841
4732159573,31.8399632,117.2039873
3834095673,31.8513554,117.0181571
3982788193,31.962869,116.9915906
3982788195,31.9632573,116.9923621
3834095674,31.8519558,117.0194282
2061578896,31.8895984,117.3466065
3982788197,31.9638741,116.9936488
3982788199,31.9645064,116.994878
3834095675,31.8522181,117.020135
3982788201,31.9650034,116.9959084
3982788203,31.9654627,116.9968211
3982788205,31.9657955,116.997522
3834095676,31.8521122,117.0212576
3982788207,31.9663124,116.9986099
3982788209,31.9666674,116.9993161
3982788211,31.967171,117.000336
3982788213,31.9676414,117.0013429
3266348663,31.8526545,117.1354125
3834095678,31.8516682,117.0238888
3982788217,31.9687574,117.0035027
3982788219,31.9692625,117.0046122
3266348668,31.8526836,117.1369443
3982788221,31.9696673,117.0054074
3982788227,31.9702414,117.0066612
3982788228,31.9702802,117.0334576
3982788229,31.9702979,117.0338761
3982788231,31.9703689,117.0325161
3265037961,31.8108838,117.3079485
3265037962,31.8085969,117.3086578
3265037963,31.8080818,117.3088992
3265037964,31.8077217,117.3090923
3265037965,31.8069193,117.3095805
3265037966,31.8067664,117.3098277
3982788235,31.9705069,117.0340663
3982788233,31.9704488,117.0340121
3982788236,31.9705819,117.0315537
3982788242,31.9712862,117.0092021
3982788240,31.9710321,117.008455
3982788244,31.9714996,117.0097975
3265037973,31.8110238,117.3079043
3982788238,31.9707435,117.0077116
3982788247,31.9717356,117.0277878
3982788248,31.9717506,117.0106778
3982788250,31.97192,117.0114027
3982788254,31.9721773,117.012564
3982788255,31.9722591,117.0261559
1030522536,31.7619224,117.235265
1030522537,31.7633216,117.2109425
1030522539,31.7673225,117.2305822
1030522542,31.7672775,117.2500497
1030522544,31.7617792,117.2216171
1030522550,31.7619356,117.2225768
1030522552,31.7614774,117.2161615
1030522553,31.7619479,117.2305908
4100196025,31.7788632,117.1988724
1030522555,31.767315,117.2447881
1058080444,31.8888879,117.2729808
1030522562,31.7618861,117.2447924
5493163715,31.8157678,117.2790378
1030522563,31.7644505,117.2077743
1030522565,31.7619357,117.2257267
1030522566,31.7612426,117.2180282
1030522567,31.7672785,117.2352746
2533653048,31.851388,117.5459834
3105523502,31.9310784,117.3183016
3105523503,31.9303607,117.3180577
3105523504,31.9288771,117.3179276
3105523505,31.9254128,117.3180252
4968089437,31.6500427,117.466384
3951331178,31.8271407,117.1460538
3800729458,31.7979779,117.1360857
3800729459,31.7979111,117.1395987
3800729460,31.7976383,117.1429457
3951331189,31.8308062,117.1502766
2025927366,31.859054,117.1628191
3800729463,31.7977697,117.139597
3951331192,31.8271437,117.1465831
2061578951,31.9014763,117.2947513
3951331194,31.8271433,117.1480884
3111585660,31.8364844,117.3161253
3951331197,31.8271471,117.1511053
1030358910,31.7812971,117.224772
1030358911,31.7810031,117.2401489
1030358912,31.7829467,117.2223664
3951331199,31.8290122,117.1520441
1030358914,31.7810146,117.2275698
1030358915,31.7810146,117.2261294
3800729474,31.8012752,117.1741583
1030358917,31.780991,117.2352993
3951331200,31.8271483,117.1520335
1030358919,31.7810381,117.2305616
3800729479,31.8246574,117.1573652
3800729480,31.827414,117.1537748
3800729481,31.8285289,117.1525203
3800729482,31.8312364,117.1498527
3800729483,31.8325673,117.1487153
2025927370,31.8643651,117.1628399
2025927371,31.855763,117.1411247
3800729478,31.7989188,117.1864238
2025927372,31.867598,117.1628034
2061578957,31.9028386,117.3489699
2025927373,31.8612306,117.1670456
2061578959,31.9179031,117.3003745
2025927375,31.8676819,117.1661873
3630303143,31.8533459,117.2806674
3630303144,31.8519462,117.2806073
2025927376,31.8556346,117.1680676
2061578961,31.9107045,117.3016145
2025927377,31.8556529,117.1629929
2025927378,31.8557586,117.1543923
2061578963,31.8896548,117.339776
3630303160,31.855105,117.2805274
3713796027,31.7080248,117.2920951
3630303168,31.8561303,117.2806441
2025927381,31.8730758,117.1403522
3713796035,31.709641,117.3184653
3713796038,31.7116036,117.2942878
2025927383,31.853318,117.1629987
3634890700,31.8696574,117.3220701
3713796045,31.7133983,117.2920498
2025927384,31.8558351,117.1780991
3713796049,31.7133568,117.3096881
3713796051,31.7133447,117.3184494
2061578969,31.9116018,117.302082
2025927385,31.8662908,117.1521405
3630303190,31.8621045,117.2854904
3713796055,31.7151658,117.3263081
2025927386,31.856433,117.1852737
3630303196,31.8605115,117.2850348
2025927387,31.8697228,117.1514673
3713796063,31.7078383,117.2943073
3630303200,31.8627692,117.2884072
3630303199,31.8622171,117.286161
2061578971,31.900789,117.2945893
3713796066,31.7001996,117.2943164
3713796067,31.6963056,117.2943211
3713796069,31.6932832,117.2943247
3713796065,31.7004096,117.2943162
3630303207,31.8628187,117.2883997
2025927389,31.8697119,117.1367967
3630303209,31.8632317,117.2860178
3713796072,31.6984023,117.2921648
3713796071,31.6984073,117.2943186
3316582380,31.8040003,117.2983073
3630303213,31.8631742,117.2883451
3713796076,31.7060242,117.2921064
3630303215,31.8654054,117.2873447
3713796080,31.7080336,117.3031378
3713796079,31.7038663,117.2921229
3713796081,31.7114446,117.3031378
2025927391,31.8663224,117.1378267
2025927390,31.8556901,117.1490641
3316582389,31.8013202,117.2859552
3316582390,31.8005087,117.286001
3316582391,31.7992126,117.2860915
3630303224,31.865466,117.2782963
3713796088,31.7203757,117.3074475
2061578976,31.9813895,117.3164216
3630303229,31.8654991,117.2788455
3713796094,31.7115879,117.3074491
3713796098,31.7116061,117.2920636
3713796099,31.7114691,117.2920646
3713796100,31.7078182,117.2989409
3713796101,31.7059412,117.3119639
3713796102,31.7079137,117.3119313
3713216437,31.6879522,117.2922282
3713796104,31.7096325,117.3119028
3591800839,31.7771352,117.2555702
3713796106,31.7115836,117.3118706
3713796107,31.7133608,117.3118412
1281820684,31.8104139,117.2955979
2025927396,31.8663698,117.1404381
3713796108,31.7150351,117.3118135
3713796109,31.7151858,117.311811
3713796112,31.7203713,117.3117263
2061578981,31.9089789,117.3000614
3713796110,31.7167964,117.3117841
3713796111,31.7185619,117.3117561
3713796116,31.716435,117.2804095
2025927398,31.8663333,117.1481199
3713796123,31.7552383,117.2968613
3713796124,31.7551847,117.3011388
2025927399,31.8730758,117.1357174
1281820703,31.8174705,117.2928084
1281820709,31.8037745,117.2983765
3290374178,31.7243788,117.1552466
1281820713,31.8113451,117.2860881
3111159849,31.8271865,117.4371078
2061578987,31.8911311,117.3116235
2061578988,31.8959219,117.312396
1281820731,31.8039075,117.2983336
1281820738,31.8146113,117.2937263
2061578992,31.8977072,117.3584871
3800729673,31.8109344,117.1656709
3800729674,31.8116329,117.1654401
3800729675,31.8120862,117.165022
3800729676,31.8126376,117.164027
3800729677,31.8141218,117.1600451
1281820760,31.8117791,117.2857811
